Time	b0 pos	b0 spd	b1 pos	b1 spd	
0.0	1.0	0.5	2.56	0.0
0.10000000000000184	1.0500000000001055	0.5	2.56	0.0
0.20009999999999428	1.1000500000002111	0.5	2.56	0.0
0.30019999999998326	1.1501000000003168	0.5	2.56	0.0
0.40029999999997223	1.2001500000004224	0.5	2.56	0.0
0.5003999999999612	1.250200000000528	0.5	2.56	0.0
0.6004999999999502	1.3002500000006336	0.5	2.56	0.0
0.7005999999999392	1.3503000000007392	0.5	2.56	0.0
0.8006999999999281	1.4003500000008449	0.5	2.56	0.0
0.9007999999999171	1.4504000000009505	0.5	2.56	0.0
1.0008999999999062	1.500450000001056	0.5	2.56	0.0
1.1009999999998952	1.5505000000011617	0.5	2.56	0.0
1.2010999999998841	1.6005500000012673	0.5	2.56	0.0
1.3011999999998731	1.650600000001373	0.5	2.56	0.0
1.401299999999862	1.7006500000014786	0.5	2.56	0.0
1.501399999999851	1.7507000000015842	0.5	2.56	0.0
1.60149999999984	1.8007500000016898	0.5	2.56	0.0
1.701599999999829	1.8508000000017955	0.5	2.56	0.0
1.801699999999818	1.900850000001901	0.5	2.56	0.0
1.901799999999807	1.9509000000020067	0.5	2.56	0.0
2.0018999999998	2.000950000002108	0.5	2.56	0.0
2.101900000000011	2.0509500000019916	0.5	2.56	0.0
2.2019000000002222	2.100950000001875	0.5	2.56	0.0
2.3019000000004333	2.1509500000017585	0.5	2.56	0.0
2.4019000000006443	2.200950000001642	0.5	2.56	0.0
2.5019000000008553	2.2509500000015255	0.5	2.56	0.0
2.6019000000010664	2.300950000001409	0.5	2.56	0.0
2.7019000000012774	2.3509500000012924	0.5	2.56	0.0
2.8019000000014884	2.355000000001283	0.0	2.605899999999893	0.5
2.9019000000016995	2.355000000001283	0.0	2.6558999999997766	0.5
3.0019000000019105	2.355000000001283	0.0	2.70589999999966	0.5
3.1019000000021215	2.355000000001283	0.0	2.7558999999995435	0.5
3.2019000000023325	2.355000000001283	0.0	2.805899999999427	0.5
3.3019000000025436	2.355000000001283	0.0	2.8558999999993104	0.5
3.4019000000027546	2.355000000001283	0.0	2.905899999999194	0.5
3.5019000000029656	2.355000000001283	0.0	2.9558999999990774	0.5
3.6019000000031767	2.355000000001283	0.0	3.005899999998961	0.5
3.7019000000033877	2.355000000001283	0.0	3.0558999999988443	0.5
3.8019000000035987	2.355000000001283	0.0	3.105899999998728	0.5
3.9019000000038098	2.355000000001283	0.0	3.1558999999986113	0.5
4.001900000004012	2.355000000001283	0.0	3.2058999999984947	0.5
4.102000000003779	2.355000000001283	0.0	3.255949999998378	0.5
4.202100000003545	2.355000000001283	0.0	3.3059999999982614	0.5
4.302200000003312	2.355000000001283	0.0	3.356049999998145	0.5
4.402300000003079	2.355000000001283	0.0	3.406099999998028	0.5
4.5024000000028455	2.355000000001283	0.0	3.4561499999979115	0.5
4.602500000002612	2.355000000001283	0.0	3.506199999997795	0.5
4.702600000002379	2.355000000001283	0.0	3.556249999997678	0.5
4.802700000002146	2.355000000001283	0.0	3.6062999999975616	0.5
4.902800000001912	2.355000000001283	0.0	3.656349999997445	0.5
5.002900000001679	2.355000000001283	0.0	3.7063999999973283	0.5
5.103000000001446	2.355000000001283	0.0	3.7564499999972116	0.5
5.203100000001212	2.355000000001283	0.0	3.806499999997095	0.5
5.303200000000979	2.355000000001283	0.0	3.8565499999969783	0.5
5.403300000000746	2.355000000001283	0.0	3.9065999999968617	0.5
5.5034000000005125	2.355000000001283	0.0	3.956649999996745	0.5
5.603500000000279	2.355000000001283	0.0	4.006699999996629	0.5
5.703600000000046	2.355000000001283	0.0	4.056749999996512	0.5
5.803699999999813	2.355000000001283	0.0	4.106799999996396	0.5
5.903799999999579	2.355000000001283	0.0	4.156849999996279	0.5
6.003899999999346	2.355000000001283	0.0	4.206899999996162	0.5
6.103999999999113	2.355000000001283	0.0	4.256949999996046	0.5
6.2040999999988795	2.355000000001283	0.0	4.306999999995929	0.5
6.304199999998646	2.355000000001283	0.0	4.357049999995812	0.5
6.404299999998413	2.355000000001283	0.0	4.407099999995696	0.5
6.50439999999818	2.355000000001283	0.0	4.457149999995579	0.5
6.604499999997946	2.355000000001283	0.0	4.507199999995462	0.5
6.704599999997713	2.355000000001283	0.0	4.557249999995346	0.5
6.80469999999748	2.355000000001283	0.0	4.607299999995229	0.5
6.9047999999972465	2.355000000001283	0.0	4.6573499999951125	0.5
7.004899999997013	2.355000000001283	0.0	4.707399999994996	0.5
7.10499999999678	2.355000000001283	0.0	4.757449999994879	0.5
7.205099999996547	2.355000000001283	0.0	4.8074999999947625	0.5
7.305199999996313	2.355000000001283	0.0	4.857549999994646	0.5
7.40529999999608	2.355000000001283	0.0	4.907599999994529	0.5
7.505399999995847	2.355000000001283	0.0	4.957649999994413	0.5
7.605499999995613	2.355000000001283	0.0	5.007699999994296	0.5
7.70559999999538	2.355000000001283	0.0	5.057749999994179	0.5
7.805699999995147	2.355000000001283	0.0	5.107799999994063	0.5
7.905799999994914	2.355000000001283	0.0	5.157849999993946	0.5
8.00589999999468	2.355000000001283	0.0	5.207899999993829	0.5
8.105999999994447	2.355000000001283	0.0	5.257949999993713	0.5
8.206099999994214	2.355000000001283	0.0	5.307999999993596	0.5
8.30619999999398	2.355000000001283	0.0	5.358049999993479	0.5
8.406299999993747	2.355000000001283	0.0	5.408099999993363	0.5
8.506399999993514	2.355000000001283	0.0	5.458149999993246	0.5
8.60649999999328	2.355000000001283	0.0	5.5081999999931295	0.5
8.706599999993047	2.355000000001283	0.0	5.558249999993013	0.5
8.806699999992814	2.355000000001283	0.0	5.608299999992896	0.5
8.90679999999258	2.355000000001283	0.0	5.6583499999927795	0.5
9.006899999992347	2.355000000001283	0.0	5.708399999992663	0.5
9.106999999992114	2.355000000001283	0.0	5.758449999992546	0.5
9.20709999999188	2.355000000001283	0.0	5.80849999999243	0.5
9.307199999991647	2.355000000001283	0.0	5.858549999992313	0.5
9.407299999991414	2.355000000001283	0.0	5.908599999992196	0.5
9.507399999991181	2.355000000001283	0.0	5.95864999999208	0.5
9.607499999990948	2.355000000001283	0.0	6.008699999991963	0.5
9.707599999990714	2.355000000001283	0.0	6.058749999991846	0.5
9.807699999990481	2.355000000001283	0.0	6.10879999999173	0.5
9.907799999990248	2.355000000001283	0.0	6.158849999991613	0.5
10.007899999990014	2.355000000001283	0.0	6.208899999991496	0.5
10.107999999989781	2.355000000001283	0.0	6.25894999999138	0.5
10.208099999989548	2.355000000001283	0.0	6.308999999991263	0.5
10.308199999989315	2.355000000001283	0.0	6.3590499999911465	0.5
10.408299999989081	2.355000000001283	0.0	6.40909999999103	0.5
10.508399999988848	2.355000000001283	0.0	6.459149999990913	0.5
10.608499999988615	2.355000000001283	0.0	6.509199999990797	0.5
10.708599999988381	2.355000000001283	0.0	6.55924999999068	0.5
10.808699999988148	2.355000000001283	0.0	6.609299999990563	0.5
10.908799999987915	2.355000000001283	0.0	6.659349999990447	0.5
11.008899999987682	2.355000000001283	0.0	6.70939999999033	0.5
11.108999999987448	2.355000000001283	0.0	6.759449999990213	0.5
11.209099999987215	2.355000000001283	0.0	6.809499999990097	0.5
11.309199999986982	2.355000000001283	0.0	6.85954999998998	0.5
11.409299999986748	2.355000000001283	0.0	6.909599999989863	0.5
11.509399999986515	2.355000000001283	0.0	6.959649999989747	0.5
11.609499999986282	2.355000000001283	0.0	7.00969999998963	0.5
11.709599999986049	2.355000000001283	0.0	7.0597499999895135	0.5
11.809699999985815	2.355000000001283	0.0	7.109799999989397	0.5
11.909799999985582	2.355000000001283	0.0	7.15984999998928	0.5
12.009899999985349	2.355000000001283	0.0	7.2098999999891635	0.5
12.109999999985115	2.355000000001283	0.0	7.259949999989047	0.5
12.210099999984882	2.355000000001283	0.0	7.30999999998893	0.5
12.310199999984649	2.355000000001283	0.0	7.360049999988814	0.5
12.410299999984415	2.355000000001283	0.0	7.410099999988697	0.5
12.510399999984182	2.355000000001283	0.0	7.46014999998858	0.5
12.610499999983949	2.355000000001283	0.0	7.510199999988464	0.5
12.710599999983716	2.355000000001283	0.0	7.560249999988347	0.5
12.810699999983482	2.355000000001283	0.0	7.61029999998823	0.5
12.910799999983249	2.355000000001283	0.0	7.660349999988114	0.5
13.010899999983016	2.355000000001283	0.0	7.710399999987997	0.5
13.110999999982782	2.355000000001283	0.0	7.76044999998788	0.5
13.21109999998255	2.355000000001283	0.0	7.810499999987764	0.5
13.311199999982316	2.355000000001283	0.0	7.860549999987647	0.5
13.411299999982083	2.355000000001283	0.0	7.9105999999875305	0.5
13.51139999998185	2.355000000001283	0.0	7.960649999987414	0.5
13.611499999981616	2.355000000001283	0.0	8.010699999987297	0.5
13.711599999981383	2.355000000001283	0.0	8.06074999998718	0.5
13.81169999998115	2.355000000001283	0.0	8.110799999987064	0.5
13.911799999980916	2.355000000001283	0.0	8.160849999986947	0.5
14.011899999980683	2.355000000001283	0.0	8.21089999998683	0.5
14.11199999998045	2.355000000001283	0.0	8.260949999986714	0.5
14.212099999980216	2.355000000001283	0.0	8.310999999986597	0.5
14.312199999979983	2.355000000001283	0.0	8.36104999998648	0.5
14.41229999997975	2.355000000001283	0.0	8.411099999986364	0.5
14.512399999979516	2.355000000001283	0.0	8.461149999986247	0.5
14.612499999979283	2.355000000001283	0.0	8.51119999998613	0.5
14.71259999997905	2.355000000001283	0.0	8.561249999986014	0.5
14.812699999978816	2.355000000001283	0.0	8.611299999985897	0.5
14.912799999978583	2.355000000001283	0.0	8.66134999998578	0.5
15.01289999997835	2.355000000001283	0.0	8.711399999985664	0.5
15.112999999978117	2.355000000001283	0.0	8.761449999985548	0.5
15.213099999977883	2.355000000001283	0.0	8.81149999998543	0.5
15.31319999997765	2.355000000001283	0.0	8.861549999985314	0.5
15.413299999977417	2.355000000001283	0.0	8.911599999985198	0.5
15.513399999977183	2.355000000001283	0.0	8.961649999985081	0.5
15.61349999997695	2.355000000001283	0.0	9.011699999984964	0.5
15.713599999976717	2.355000000001283	0.0	9.061749999984848	0.5
15.813699999976484	2.355000000001283	0.0	9.111799999984731	0.5
15.91379999997625	2.355000000001283	0.0	9.161849999984614	0.5
16.01389999997602	2.355000000001283	0.0	9.211899999984498	0.5
16.113999999975785	2.355000000001283	0.0	9.261949999984381	0.5
16.214099999975552	2.355000000001283	0.0	9.311999999984264	0.5
16.31419999997532	2.355000000001283	0.0	9.362049999984148	0.5
16.414299999975086	2.355000000001283	0.0	9.412099999984031	0.5
16.514399999974852	2.355000000001283	0.0	9.462149999983914	0.5
16.61449999997462	2.355000000001283	0.0	9.512199999983798	0.5
16.714599999974386	2.355000000001283	0.0	9.562249999983681	0.5
16.814699999974152	2.355000000001283	0.0	9.612299999983565	0.5
16.91479999997392	2.355000000001283	0.0	9.662349999983448	0.5
17.014899999973686	2.355000000001283	0.0	9.712399999983331	0.5
17.114999999973453	2.355000000001283	0.0	9.762449999983215	0.5
17.21509999997322	2.355000000001283	0.0	9.812499999983098	0.5
17.315199999972986	2.355000000001283	0.0	9.862549999982981	0.5
17.415299999972753	2.355000000001283	0.0	9.912599999982865	0.5
17.51539999997252	2.355000000001283	0.0	9.962649999982748	0.5
17.615499999972286	2.355000000001283	0.0	10.012699999982631	0.5
17.715599999972053	2.355000000001283	0.0	10.062749999982515	0.5
17.81569999997182	2.355000000001283	0.0	10.112799999982398	0.5
17.915799999971586	2.355000000001283	0.0	10.162849999982281	0.5
18.015899999971353	2.355000000001283	0.0	10.212899999982165	0.5
18.11599999997112	2.355000000001283	0.0	10.262949999982048	0.5
18.216099999970886	2.355000000001283	0.0	10.312999999981932	0.5
18.316199999970653	2.355000000001283	0.0	10.363049999981815	0.5
18.41629999997042	2.355000000001283	0.0	10.413099999981698	0.5
18.516399999970186	2.355000000001283	0.0	10.463149999981582	0.5
18.616499999969953	2.355000000001283	0.0	10.513199999981465	0.5
18.71659999996972	2.355000000001283	0.0	10.563249999981348	0.5
18.816699999969487	2.355000000001283	0.0	10.613299999981232	0.5
18.916799999969253	2.355000000001283	0.0	10.663349999981115	0.5
19.01689999996902	2.355000000001283	0.0	10.713399999980998	0.5
19.116999999968787	2.355000000001283	0.0	10.763449999980882	0.5
19.217099999968553	2.355000000001283	0.0	10.813499999980765	0.5
19.31719999996832	2.355000000001283	0.0	10.863549999980648	0.5
19.417299999968087	2.355000000001283	0.0	10.913599999980532	0.5
19.517399999967854	2.355000000001283	0.0	10.963649999980415	0.5
19.61749999996762	2.355000000001283	0.0	11.013699999980298	0.5
19.717599999967387	2.355000000001283	0.0	11.063749999980182	0.5
19.817699999967154	2.355000000001283	0.0	11.113799999980065	0.5
19.91779999996692	2.355000000001283	0.0	11.163849999979949	0.5
20.017899999966687	2.355000000001283	0.0	11.213899999979832	0.5
